airline,flight_no,from_iata,from_city,to_iata,to_city
3U,3U4608,BHY,北海,XIY,西安
3U,3U4608,CAN,广州,CKG,重庆
3U,3U4608,CAN,广州,CTU,成都
3U,3U4608,CGO,郑州,CGQ,长春
3U,3U4608,CGO,郑州,CKG,重庆
3U,3U4608,CGO,郑州,CTU,成都
3U,3U4608,CGO,郑州,HGH,杭州
3U,3U4608,CGO,郑州,HRB,哈尔滨
3U,3U4608,CGO,郑州,KMG,昆明
3U,3U4608,CGO,郑州,URC,乌鲁木齐
3U,3U4608,CGQ,长春,CGO,郑州
3U,3U4608,CGQ,长春,NKG,南京
3U,3U4608,CGQ,长春,TNA,济南
3U,3U4608,CGQ,长春,TSN,天津
3U,3U4608,CKG,重庆,CAN,广州
3U,3U4608,CKG,重庆,CGO,郑州
3U,3U4608,CKG,重庆,CSX,长沙
3U,3U4608,CKG,重庆,CTU,成都
3U,3U4608,CKG,重庆,CZX,常州
3U,3U4608,CKG,重庆,DLC,大连
3U,3U4608,CKG,重庆,DYG,张家界
3U,3U4608,CKG,重庆,HAK,海口
3U,3U4608,CKG,重庆,HGH,杭州
3U,3U4608,CKG,重庆,KHN,南昌
3U,3U4608,CKG,重庆,KMG,昆明
3U,3U4608,CKG,重庆,LHW,兰州
3U,3U4608,CKG,重庆,LJG,丽江
3U,3U4608,CKG,重庆,LXA,拉萨
3U,3U4608,CKG,重庆,NGB,宁波
3U,3U4608,CKG,重庆,NKG,南京
3U,3U4608,CKG,重庆,NNG,南宁
3U,3U4608,CKG,重庆,PEK,北京
3U,3U4608,CKG,重庆,PVG,上海
3U,3U4608,CKG,重庆,PZI,攀枝花
3U,3U4608,CKG,重庆,SWA,汕头
3U,3U4608,CKG,重庆,SYX,三亚
3U,3U4608,CKG,重庆,SZX,深圳
3U,3U4608,CKG,重庆,TNA,济南
3U,3U4608,CKG,重庆,TSN,天津
3U,3U4608,CKG,重庆,TYN,太原
3U,3U4608,CKG,重庆,URC,乌鲁木齐
3U,3U4608,CKG,重庆,WUH,武汉
3U,3U4608,CKG,重庆,WUX,无锡
3U,3U4608,CKG,重庆,XIY,西安
3U,3U4608,CKG,重庆,XNN,西宁
3U,3U4608,CKG,重庆,YIH,宜昌
3U,3U4608,CKG,重庆,ZHA,湛江
3U,3U4608,CSX,长沙,CKG,重庆
3U,3U4608,CSX,长沙,CTU,成都
3U,3U4608,CSX,长沙,FOC,福州
3U,3U4608,CSX,长沙,KMG,昆明
3U,3U4608,CSX,长沙,SHE,沈阳
3U,3U4608,CSX,长沙,WNZ,温州
3U,3U4608,CSX,长沙,XMN,厦门
3U,3U4608,CTU,成都,CAN,广州
3U,3U4608,CTU,成都,CGO,郑州
3U,3U4608,CTU,成都,CKG,重庆
3U,3U4608,CTU,成都,CSX,长沙
3U,3U4608,CTU,成都,DCY,稻城
3U,3U4608,CTU,成都,DSN,鄂尔多斯
3U,3U4608,CTU,成都,HAK,海口
3U,3U4608,CTU,成都,HDG,邯郸
3U,3U4608,CTU,成都,HET,呼和浩特
3U,3U4608,CTU,成都,HFE,合肥
3U,3U4608,CTU,成都,HGH,杭州
3U,3U4608,CTU,成都,JHG,景洪
3U,3U4608,CTU,成都,JIQ,黔江
3U,3U4608,CTU,成都,JZH,九寨沟
3U,3U4608,CTU,成都,KHN,南昌
3U,3U4608,CTU,成都,KMG,昆明
3U,3U4608,CTU,成都,KOW,赣州
3U,3U4608,CTU,成都,KWE,贵阳
3U,3U4608,CTU,成都,LHW,兰州
3U,3U4608,CTU,成都,LJG,丽江
3U,3U4608,CTU,成都,LUM,芒市
3U,3U4608,CTU,成都,LXA,拉萨
3U,3U4608,CTU,成都,LZY,林芝
3U,3U4608,CTU,成都,NKG,南京
3U,3U4608,CTU,成都,NNG,南宁
3U,3U4608,CTU,成都,PEK,北京
3U,3U4608,CTU,成都,PVG,上海
3U,3U4608,CTU,成都,PZI,攀枝花
3U,3U4608,CTU,成都,SHE,沈阳
3U,3U4608,CTU,成都,SJW,石家庄
3U,3U4608,CTU,成都,SYX,三亚
3U,3U4608,CTU,成都,SZX,深圳
3U,3U4608,CTU,成都,TAO,青岛
3U,3U4608,CTU,成都,TNA,济南
3U,3U4608,CTU,成都,TSN,天津
3U,3U4608,CTU,成都,TYN,太原
3U,3U4608,CTU,成都,URC,乌鲁木齐
3U,3U4608,CTU,成都,WNZ,温州
3U,3U4608,CTU,成都,WUH,武汉
3U,3U4608,CTU,成都,WUX,无锡
3U,3U4608,CTU,成都,WXN,万州
3U,3U4608,CTU,成都,XIC,西昌
3U,3U4608,CTU,成都,XIY,西安
3U,3U4608,CTU,成都,XMN,厦门
3U,3U4608,CTU,成都,XNN,西宁
3U,3U4608,CTU,成都,XUZ,徐州
3U,3U4608,CTU,成都,YIH,宜昌
3U,3U4608,CTU,成都,YTY,扬州
3U,3U4608,CZX,常州,CKG,重庆
3U,3U4608,CZX,常州,HRB,哈尔滨
3U,3U4608,CZX,常州,XMN,厦门
3U,3U4608,CZX,常州,ZUH,珠海
3U,3U4608,DAT,大同,TYN,太原
3U,3U4608,DCY,稻城,CTU,成都
3U,3U4608,DLC,大连,CKG,重庆
3U,3U4608,DLC,大连,HGH,杭州
3U,3U4608,DLC,大连,HRB,哈尔滨
3U,3U4608,DLC,大连,TNA,济南
3U,3U4608,DLC,大连,XUZ,徐州
3U,3U4608,DNH,敦煌,LHW,兰州
3U,3U4608,DSN,鄂尔多斯,CTU,成都
3U,3U4608,DSN,鄂尔多斯,SHE,沈阳
3U,3U4608,DYG,张家界,CKG,重庆
3U,3U4608,DYG,张家界,NKG,南京
3U,3U4608,FOC,福州,CSX,长沙
3U,3U4608,FOC,福州,XIY,西安
3U,3U4608,GXH,夏河,LXA,拉萨
3U,3U4608,GXH,夏河,XIY,西安
3U,3U4608,HAK,海口,CKG,重庆
3U,3U4608,HAK,海口,CTU,成都
3U,3U4608,HAK,海口,HGH,杭州
3U,3U4608,HAK,海口,NGB,宁波
3U,3U4608,HAK,海口,ZUH,珠海
3U,3U4608,HDG,邯郸,CTU,成都
3U,3U4608,HET,呼和浩特,CTU,成都
3U,3U4608,HFE,合肥,CTU,成都
3U,3U4608,HGH,杭州,CGO,郑州
3U,3U4608,HGH,杭州,CKG,重庆
3U,3U4608,HGH,杭州,CTU,成都
3U,3U4608,HGH,杭州,DLC,大连
3U,3U4608,HGH,杭州,HAK,海口
3U,3U4608,HGH,杭州,KWE,贵阳
3U,3U4608,HGH,杭州,TSN,天津
3U,3U4608,HGH,杭州,TYN,太原
3U,3U4608,HRB,哈尔滨,CGO,郑州
3U,3U4608,HRB,哈尔滨,CZX,常州
3U,3U4608,HRB,哈尔滨,DLC,大连
3U,3U4608,HRB,哈尔滨,NGB,宁波
3U,3U4608,HRB,哈尔滨,NKG,南京
3U,3U4608,HRB,哈尔滨,NZH,满洲里
3U,3U4608,HRB,哈尔滨,SJW,石家庄
3U,3U4608,HRB,哈尔滨,TNA,济南
3U,3U4608,HRB,哈尔滨,TSN,天津
3U,3U4608,HRB,哈尔滨,WNZ,温州
3U,3U4608,HRB,哈尔滨,WUH,武汉
3U,3U4608,HRB,哈尔滨,XIY,西安
3U,3U4608,HRB,哈尔滨,XUZ,徐州
3U,3U4608,JGN,嘉峪关,LHW,兰州
3U,3U4608,JHG,景洪,CTU,成都
3U,3U4608,JHG,景洪,KMG,昆明
3U,3U4608,JIQ,黔江,CTU,成都
3U,3U4608,JJN,泉州,KWE,贵阳
3U,3U4608,JJN,泉州,WUH,武汉
3U,3U4608,JZH,九寨沟,CTU,成都
3U,3U4608,KHG,喀什,URC,乌鲁木齐
3U,3U4608,KHN,南昌,CKG,重庆
3U,3U4608,KHN,南昌,CTU,成都
3U,3U4608,KHN,南昌,KMG,昆明
3U,3U4608,KHN,南昌,NGB,宁波
3U,3U4608,KMG,昆明,CGO,郑州
3U,3U4608,KMG,昆明,CKG,重庆
3U,3U4608,KMG,昆明,CSX,长沙
3U,3U4608,KMG,昆明,CTU,成都
3U,3U4608,KMG,昆明,JHG,景洪
3U,3U4608,KMG,昆明,KHN,南昌
3U,3U4608,KMG,昆明,KWE,贵阳
3U,3U4608,KMG,昆明,LUM,芒市
3U,3U4608,KMG,昆明,NGB,宁波
3U,3U4608,KMG,昆明,NKG,南京
3U,3U4608,KMG,昆明,TAO,青岛
3U,3U4608,KMG,昆明,TNA,济南
3U,3U4608,KMG,昆明,WXN,万州
3U,3U4608,KMG,昆明,XIY,西安
3U,3U4608,KMG,昆明,XMN,厦门
3U,3U4608,KMG,昆明,XUZ,徐州
3U,3U4608,KOW,赣州,CTU,成都
3U,3U4608,KOW,赣州,XMN,厦门
3U,3U4608,KWE,贵阳,CTU,成都
3U,3U4608,KWE,贵阳,HGH,杭州
3U,3U4608,KWE,贵阳,JJN,泉州
3U,3U4608,KWE,贵阳,KMG,昆明
3U,3U4608,KWE,贵阳,LHW,兰州
3U,3U4608,KWE,贵阳,SYX,三亚
3U,3U4608,KWE,贵阳,WNZ,温州
3U,3U4608,KWE,贵阳,XUZ,徐州
3U,3U4608,KWL,桂林,SJW,石家庄
3U,3U4608,KWL,桂林,SYX,三亚
3U,3U4608,LHW,兰州,CKG,重庆
3U,3U4608,LHW,兰州,CTU,成都
3U,3U4608,LHW,兰州,DNH,敦煌
3U,3U4608,LHW,兰州,JGN,嘉峪关
3U,3U4608,LHW,兰州,KWE,贵阳
3U,3U4608,LHW,兰州,TSN,天津
3U,3U4608,LJG,丽江,CKG,重庆
3U,3U4608,LJG,丽江,CTU,成都
3U,3U4608,LJG,丽江,MIG,绵阳
3U,3U4608,LUM,芒市,CTU,成都
3U,3U4608,LUM,芒市,KMG,昆明
3U,3U4608,LXA,拉萨,CKG,重庆
3U,3U4608,LXA,拉萨,CTU,成都
3U,3U4608,LXA,拉萨,GXH,夏河
3U,3U4608,LXA,拉萨,XIY,西安
3U,3U4608,LXA,拉萨,XNN,西宁
3U,3U4608,LYI,临沂,XIY,西安
3U,3U4608,LZY,林芝,CTU,成都
3U,3U4608,MIG,绵阳,LJG,丽江
3U,3U4608,MIG,绵阳,NKG,南京
3U,3U4608,MIG,绵阳,SYX,三亚
3U,3U4608,MIG,绵阳,XNN,西宁
3U,3U4608,NGB,宁波,CKG,重庆
3U,3U4608,NGB,宁波,HAK,海口
3U,3U4608,NGB,宁波,HRB,哈尔滨
3U,3U4608,NGB,宁波,KHN,南昌
3U,3U4608,NGB,宁波,KMG,昆明
3U,3U4608,NGB,宁波,SHE,沈阳
3U,3U4608,NGB,宁波,SYX,三亚
3U,3U4608,NKG,南京,CGQ,长春
3U,3U4608,NKG,南京,CKG,重庆
3U,3U4608,NKG,南京,CTU,成都
3U,3U4608,NKG,南京,DYG,张家界
3U,3U4608,NKG,南京,HRB,哈尔滨
3U,3U4608,NKG,南京,KMG,昆明
3U,3U4608,NKG,南京,MIG,绵阳
3U,3U4608,NKG,南京,SYX,三亚
3U,3U4608,NNG,南宁,CKG,重庆
3U,3U4608,NNG,南宁,CTU,成都
3U,3U4608,NNG,南宁,WUH,武汉
3U,3U4608,NZH,满洲里,HRB,哈尔滨
3U,3U4608,PEK,北京,CKG,重庆
3U,3U4608,PEK,北京,CTU,成都
3U,3U4608,PEK,北京,WXN,万州
3U,3U4608,PEK,北京,ZHY,中卫
3U,3U4608,PVG,上海,CKG,重庆
3U,3U4608,PVG,上海,CTU,成都
3U,3U4608,PZI,攀枝花,CKG,重庆
3U,3U4608,PZI,攀枝花,CTU,成都
3U,3U4608,SHE,沈阳,CSX,长沙
3U,3U4608,SHE,沈阳,CTU,成都
3U,3U4608,SHE,沈阳,DSN,鄂尔多斯
3U,3U4608,SHE,沈阳,NGB,宁波
3U,3U4608,SHE,沈阳,TYN,太原
3U,3U4608,SHE,沈阳,XUZ,徐州
3U,3U4608,SJW,石家庄,CTU,成都
3U,3U4608,SJW,石家庄,HRB,哈尔滨
3U,3U4608,SJW,石家庄,KWL,桂林
3U,3U4608,SWA,汕头,CKG,重庆
3U,3U4608,SYX,三亚,CKG,重庆
3U,3U4608,SYX,三亚,CTU,成都
3U,3U4608,SYX,三亚,KWE,贵阳
3U,3U4608,SYX,三亚,KWL,桂林
3U,3U4608,SYX,三亚,MIG,绵阳
3U,3U4608,SYX,三亚,NGB,宁波
3U,3U4608,SYX,三亚,NKG,南京
3U,3U4608,SYX,三亚,TNA,济南
3U,3U4608,SYX,三亚,WNZ,温州
3U,3U4608,SYX,三亚,YBP,宜宾
3U,3U4608,SZX,深圳,CKG,重庆
3U,3U4608,SZX,深圳,CTU,成都
3U,3U4608,SZX,深圳,WXN,万州
3U,3U4608,TAO,青岛,CTU,成都
3U,3U4608,TAO,青岛,KMG,昆明
3U,3U4608,TNA,济南,CGQ,长春
3U,3U4608,TNA,济南,CKG,重庆
3U,3U4608,TNA,济南,CTU,成都
3U,3U4608,TNA,济南,DLC,大连
3U,3U4608,TNA,济南,HRB,哈尔滨
3U,3U4608,TNA,济南,KMG,昆明
3U,3U4608,TNA,济南,SYX,三亚
3U,3U4608,TNA,济南,XIY,西安
3U,3U4608,TSN,天津,CGQ,长春
3U,3U4608,TSN,天津,CKG,重庆
3U,3U4608,TSN,天津,CTU,成都
3U,3U4608,TSN,天津,HGH,杭州
3U,3U4608,TSN,天津,HRB,哈尔滨
3U,3U4608,TSN,天津,LHW,兰州
3U,3U4608,TYN,太原,CKG,重庆
3U,3U4608,TYN,太原,CTU,成都
3U,3U4608,TYN,太原,DAT,大同
3U,3U4608,TYN,太原,HGH,杭州
3U,3U4608,TYN,太原,SHE,沈阳
3U,3U4608,URC,乌鲁木齐,CGO,郑州
3U,3U4608,URC,乌鲁木齐,CKG,重庆
3U,3U4608,URC,乌鲁木齐,CTU,成都
3U,3U4608,URC,乌鲁木齐,KHG,喀什
3U,3U4608,URC,乌鲁木齐,XIY,西安
3U,3U4608,UYN,榆林,XIY,西安
3U,3U4608,WNZ,温州,CSX,长沙
3U,3U4608,WNZ,温州,CTU,成都
3U,3U4608,WNZ,温州,HRB,哈尔滨
3U,3U4608,WNZ,温州,KWE,贵阳
3U,3U4608,WNZ,温州,SYX,三亚
3U,3U4608,WUH,武汉,CKG,重庆
3U,3U4608,WUH,武汉,CTU,成都
3U,3U4608,WUH,武汉,HRB,哈尔滨
3U,3U4608,WUH,武汉,JJN,泉州
3U,3U4608,WUH,武汉,NNG,南宁
3U,3U4608,WUX,无锡,CKG,重庆
3U,3U4608,WUX,无锡,CTU,成都
3U,3U4608,WXN,万州,CTU,成都
3U,3U4608,WXN,万州,KMG,昆明
3U,3U4608,WXN,万州,PEK,北京
3U,3U4608,WXN,万州,SZX,深圳
3U,3U4608,XIC,西昌,CTU,成都
3U,3U4608,XIY,西安,BHY,北海
3U,3U4608,XIY,西安,CKG,重庆
3U,3U4608,XIY,西安,CTU,成都
3U,3U4608,XIY,西安,FOC,福州
3U,3U4608,XIY,西安,GXH,夏河
3U,3U4608,XIY,西安,HRB,哈尔滨
3U,3U4608,XIY,西安,KMG,昆明
3U,3U4608,XIY,西安,LXA,拉萨
3U,3U4608,XIY,西安,LYI,临沂
3U,3U4608,XIY,西安,TNA,济南
3U,3U4608,XIY,西安,URC,乌鲁木齐
3U,3U4608,XIY,西安,UYN,榆林
3U,3U4608,XIY,西安,XMN,厦门
3U,3U4608,XIY,西安,XNN,西宁
3U,3U4608,XIY,西安,YBP,宜宾
3U,3U4608,XMN,厦门,CSX,长沙
3U,3U4608,XMN,厦门,CTU,成都
3U,3U4608,XMN,厦门,CZX,常州
3U,3U4608,XMN,厦门,KMG,昆明
3U,3U4608,XMN,厦门,KOW,赣州
3U,3U4608,XMN,厦门,XIY,西安
3U,3U4608,XNN,西宁,CKG,重庆
3U,3U4608,XNN,西宁,CTU,成都
3U,3U4608,XNN,西宁,LXA,拉萨
3U,3U4608,XNN,西宁,MIG,绵阳
3U,3U4608,XNN,西宁,XIY,西安
3U,3U4608,XNN,西宁,ZHY,中卫
3U,3U4608,XUZ,徐州,CTU,成都
3U,3U4608,XUZ,徐州,DLC,大连
3U,3U4608,XUZ,徐州,HRB,哈尔滨
3U,3U4608,XUZ,徐州,KMG,昆明
3U,3U4608,XUZ,徐州,KWE,贵阳
3U,3U4608,XUZ,徐州,SHE,沈阳
3U,3U4608,YBP,宜宾,SYX,三亚
3U,3U4608,YBP,宜宾,XIY,西安
3U,3U4608,YIH,宜昌,CKG,重庆
3U,3U4608,YIH,宜昌,CTU,成都
3U,3U4608,YTY,扬州,CTU,成都
3U,3U4608,ZHA,湛江,CKG,重庆
3U,3U4608,ZHY,中卫,PEK,北京
3U,3U4608,ZHY,中卫,XNN,西宁
3U,3U4608,ZUH,珠海,CZX,常州
3U,3U4608,ZUH,珠海,HAK,海口
8L,8L2942,BAV,包头,XIY,西安
8L,8L2942,CGO,郑州,KMG,昆明
8L,8L2942,CGO,郑州,LJG,丽江
8L,8L2942,CKG,重庆,KMG,昆明
8L,8L2942,CKG,重庆,LJG,丽江
8L,8L2942,CKG,重庆,XUZ,徐州
8L,8L2942,CSX,长沙,FOC,福州
8L,8L2942,CSX,长沙,KMG,昆明
8L,8L2942,CSX,长沙,LJG,丽江
8L,8L2942,CSX,长沙,NKG,南京
8L,8L2942,CTU,成都,JZH,九寨沟
8L,8L2942,CTU,成都,KMG,昆明
8L,8L2942,CTU,成都,TCZ,腾冲
8L,8L2942,CTU,成都,TSN,天津
8L,8L2942,DIG,香格里拉,KMG,昆明
8L,8L2942,DLC,大连,TSN,天津
8L,8L2942,DLC,大连,WUH,武汉
8L,8L2942,DLU,大理,JHG,景洪
8L,8L2942,DLU,大理,KMG,昆明
8L,8L2942,FOC,福州,CSX,长沙
8L,8L2942,FOC,福州,NNG,南宁
8L,8L2942,HAK,海口,KMG,昆明
8L,8L2942,HET,呼和浩特,TYN,太原
8L,8L2942,HFE,合肥,KMG,昆明
8L,8L2942,HFE,合肥,LJG,丽江
8L,8L2942,HFE,合肥,PVG,上海
8L,8L2942,HGH,杭州,KMG,昆明
8L,8L2942,HGH,杭州,KOW,赣州
8L,8L2942,JHG,景洪,DLU,大理
8L,8L2942,JHG,景洪,KMG,昆明
8L,8L2942,JHG,景洪,LJG,丽江
8L,8L2942,JZH,九寨沟,CTU,成都
8L,8L2942,KMG,昆明,CGO,郑州
8L,8L2942,KMG,昆明,CKG,重庆
8L,8L2942,KMG,昆明,CSX,长沙
8L,8L2942,KMG,昆明,CTU,成都
8L,8L2942,KMG,昆明,DIG,香格里拉
8L,8L2942,KMG,昆明,DLU,大理
8L,8L2942,KMG,昆明,HAK,海口
8L,8L2942,KMG,昆明,HFE,合肥
8L,8L2942,KMG,昆明,HGH,杭州
8L,8L2942,KMG,昆明,JHG,景洪
8L,8L2942,KMG,昆明,KOW,赣州
8L,8L2942,KMG,昆明,KWE,贵阳
8L,8L2942,KMG,昆明,KWL,桂林
8L,8L2942,KMG,昆明,LHW,兰州
8L,8L2942,KMG,昆明,LJG,丽江
8L,8L2942,KMG,昆明,LUM,芒市
8L,8L2942,KMG,昆明,NNG,南宁
8L,8L2942,KMG,昆明,PEK,北京
8L,8L2942,KMG,昆明,PVG,上海
8L,8L2942,KMG,昆明,SYM,普洱
8L,8L2942,KMG,昆明,SYX,三亚
8L,8L2942,KMG,昆明,TCZ,腾冲
8L,8L2942,KMG,昆明,TNA,济南
8L,8L2942,KMG,昆明,TYN,太原
8L,8L2942,KMG,昆明,WUH,武汉
8L,8L2942,KMG,昆明,XIY,西安
8L,8L2942,KMG,昆明,XNN,西宁
8L,8L2942,KMG,昆明,YIC,宜春
8L,8L2942,KMG,昆明,YIH,宜昌
8L,8L2942,KOW,赣州,HGH,杭州
8L,8L2942,KOW,赣州,KMG,昆明
8L,8L2942,KWE,贵阳,KMG,昆明
8L,8L2942,KWE,贵阳,LJG,丽江
8L,8L2942,KWE,贵阳,NKG,南京
8L,8L2942,KWE,贵阳,XUZ,徐州
8L,8L2942,KWL,桂林,KMG,昆明
8L,8L2942,KWL,桂林,XMN,厦门
8L,8L2942,LHW,兰州,KMG,昆明
8L,8L2942,LHW,兰州,URC,乌鲁木齐
8L,8L2942,LJG,丽江,CGO,郑州
8L,8L2942,LJG,丽江,CKG,重庆
8L,8L2942,LJG,丽江,CSX,长沙
8L,8L2942,LJG,丽江,HFE,合肥
8L,8L2942,LJG,丽江,JHG,景洪
8L,8L2942,LJG,丽江,KMG,昆明
8L,8L2942,LJG,丽江,KWE,贵阳
8L,8L2942,LJG,丽江,NGB,宁波
8L,8L2942,LJG,丽江,NKG,南京
8L,8L2942,LJG,丽江,SZX,深圳
8L,8L2942,LJG,丽江,TYN,太原
8L,8L2942,LJG,丽江,WUH,武汉
8L,8L2942,LJG,丽江,XIY,西安
8L,8L2942,LUM,芒市,KMG,昆明
8L,8L2942,LUM,芒市,PEK,北京
8L,8L2942,NGB,宁波,LJG,丽江
8L,8L2942,NGB,宁波,YIH,宜昌
8L,8L2942,NKG,南京,CSX,长沙
8L,8L2942,NKG,南京,KWE,贵阳
8L,8L2942,NKG,南京,LJG,丽江
8L,8L2942,NNG,南宁,FOC,福州
8L,8L2942,NNG,南宁,KMG,昆明
8L,8L2942,PEK,北京,KMG,昆明
8L,8L2942,PEK,北京,LUM,芒市
8L,8L2942,PVG,上海,HFE,合肥
8L,8L2942,PVG,上海,KMG,昆明
8L,8L2942,SHA,上海,YIC,宜春
8L,8L2942,SYM,普洱,KMG,昆明
8L,8L2942,SYX,三亚,KMG,昆明
8L,8L2942,SZX,深圳,LJG,丽江
8L,8L2942,TAO,青岛,WUH,武汉
8L,8L2942,TCZ,腾冲,CTU,成都
8L,8L2942,TCZ,腾冲,KMG,昆明
8L,8L2942,TNA,济南,KMG,昆明
8L,8L2942,TSN,天津,CTU,成都
8L,8L2942,TSN,天津,DLC,大连
8L,8L2942,TYN,太原,HET,呼和浩特
8L,8L2942,TYN,太原,KMG,昆明
8L,8L2942,TYN,太原,LJG,丽江
8L,8L2942,URC,乌鲁木齐,LHW,兰州
8L,8L2942,URC,乌鲁木齐,XNN,西宁
8L,8L2942,WUH,武汉,DLC,大连
8L,8L2942,WUH,武汉,KMG,昆明
8L,8L2942,WUH,武汉,LJG,丽江
8L,8L2942,WUH,武汉,TAO,青岛
8L,8L2942,XIY,西安,BAV,包头
8L,8L2942,XIY,西安,KMG,昆明
8L,8L2942,XIY,西安,LJG,丽江
8L,8L2942,XMN,厦门,KWL,桂林
8L,8L2942,XNN,西宁,KMG,昆明
8L,8L2942,XNN,西宁,URC,乌鲁木齐
8L,8L2942,XUZ,徐州,CKG,重庆
8L,8L2942,XUZ,徐州,KWE,贵阳
8L,8L2942,YIC,宜春,KMG,昆明
8L,8L2942,YIC,宜春,SHA,上海
8L,8L2942,YIH,宜昌,KMG,昆明
8L,8L2942,YIH,宜昌,NGB,宁波
9C,9C15999,CAN,广州,SHA,上海
9C,9C15999,CAN,广州,SJW,石家庄
9C,9C15999,CGD,常德,KMG,昆明
9C,9C15999,CGD,常德,SHA,上海
9C,9C15999,CGQ,长春,PVG,上海
9C,9C15999,CKG,重庆,LYA,洛阳
9C,9C15999,CKG,重庆,PVG,上海
9C,9C15999,CKG,重庆,SHA,上海
9C,9C15999,CKG,重庆,SJW,石家庄
9C,9C15999,CSX,长沙,SHA,上海
9C,9C15999,CTU,成都,SHA,上海
9C,9C15999,CTU,成都,SJW,石家庄
9C,9C15999,DLC,大连,HGH,杭州
9C,9C15999,DLC,大连,PVG,上海
9C,9C15999,DLC,大连,SJW,石家庄
9C,9C15999,DYG,张家界,PVG,上海
9C,9C15999,HET,呼和浩特,SJW,石家庄
9C,9C15999,HGH,杭州,DLC,大连
9C,9C15999,HGH,杭州,KWL,桂林
9C,9C15999,HGH,杭州,SHE,沈阳
9C,9C15999,HGH,杭州,SJW,石家庄
9C,9C15999,HGH,杭州,SYX,三亚
9C,9C15999,HGH,杭州,SZX,深圳
9C,9C15999,HIA,淮安,HRB,哈尔滨
9C,9C15999,HIA,淮安,SZX,深圳
9C,9C15999,HRB,哈尔滨,HIA,淮安
9C,9C15999,HRB,哈尔滨,PVG,上海
9C,9C15999,JIQ,黔江,KMG,昆明
9C,9C15999,JIQ,黔江,SHA,上海
9C,9C15999,JJN,泉州,SHA,上海
9C,9C15999,KMG,昆明,CGD,常德
9C,9C15999,KMG,昆明,JIQ,黔江
9C,9C15999,KMG,昆明,MIG,绵阳
9C,9C15999,KMG,昆明,PVG,上海
9C,9C15999,KMG,昆明,SHA,上海
9C,9C15999,KMG,昆明,SJW,石家庄
9C,9C15999,KMG,昆明,ZYI,遵义
9C,9C15999,KWE,贵阳,SHA,上海
9C,9C15999,KWL,桂林,HGH,杭州
9C,9C15999,KWL,桂林,PVG,上海
9C,9C15999,KWL,桂林,SJW,石家庄
9C,9C15999,LHW,兰州,PVG,上海
9C,9C15999,LYA,洛阳,CKG,重庆
9C,9C15999,LYA,洛阳,SHE,沈阳
9C,9C15999,MIG,绵阳,KMG,昆明
9C,9C15999,MIG,绵阳,SHA,上海
9C,9C15999,MIG,绵阳,SHE,沈阳
9C,9C15999,NKG,南京,SHE,沈阳
9C,9C15999,NNG,南宁,SHA,上海
9C,9C15999,PVG,上海,CGQ,长春
9C,9C15999,PVG,上海,CKG,重庆
9C,9C15999,PVG,上海,DLC,大连
9C,9C15999,PVG,上海,DYG,张家界
9C,9C15999,PVG,上海,HRB,哈尔滨
9C,9C15999,PVG,上海,KWL,桂林
9C,9C15999,PVG,上海,NNG,南宁
9C,9C15999,PVG,上海,SHE,沈阳
9C,9C15999,PVG,上海,SYX,三亚
9C,9C15999,PVG,上海,TAO,青岛
9C,9C15999,PVG,上海,XMN,厦门
9C,9C15999,PVG,上海,ZHA,湛江
9C,9C15999,SHA,上海,CAN,广州
9C,9C15999,SHA,上海,CGD,常德
9C,9C15999,SHA,上海,CKG,重庆
9C,9C15999,SHA,上海,CSX,长沙
9C,9C15999,SHA,上海,CTU,成都
9C,9C15999,SHA,上海,JIQ,黔江
9C,9C15999,SHA,上海,JJN,泉州
9C,9C15999,SHA,上海,KMG,昆明
9C,9C15999,SHA,上海,KWE,贵阳
9C,9C15999,SHA,上海,LHW,兰州
9C,9C15999,SHA,上海,SJW,石家庄
9C,9C15999,SHA,上海,SWA,汕头
9C,9C15999,SHA,上海,SYX,三亚
9C,9C15999,SHA,上海,SZX,深圳
9C,9C15999,SHA,上海,TAO,青岛
9C,9C15999,SHA,上海,URC,乌鲁木齐
9C,9C15999,SHA,上海,XIY,西安
9C,9C15999,SHA,上海,XMN,厦门
9C,9C15999,SHA,上海,ZUH,珠海
9C,9C15999,SHA,上海,ZYI,遵义
9C,9C15999,SHE,沈阳,HGH,杭州
9C,9C15999,SHE,沈阳,LYA,洛阳
9C,9C15999,SHE,沈阳,MIG,绵阳
9C,9C15999,SHE,沈阳,NKG,南京
9C,9C15999,SHE,沈阳,PVG,上海
9C,9C15999,SHE,沈阳,SJW,石家庄
9C,9C15999,SHE,沈阳,SZX,深圳
9C,9C15999,SHE,沈阳,XIY,西安
9C,9C15999,SJW,石家庄,CAN,广州
9C,9C15999,SJW,石家庄,CKG,重庆
9C,9C15999,SJW,石家庄,CTU,成都
9C,9C15999,SJW,石家庄,DLC,大连
9C,9C15999,SJW,石家庄,HET,呼和浩特
9C,9C15999,SJW,石家庄,HGH,杭州
9C,9C15999,SJW,石家庄,KMG,昆明
9C,9C15999,SJW,石家庄,KWL,桂林
9C,9C15999,SJW,石家庄,SHA,上海
9C,9C15999,SJW,石家庄,SHE,沈阳
9C,9C15999,SJW,石家庄,SZX,深圳
9C,9C15999,SJW,石家庄,XMN,厦门
9C,9C15999,SWA,汕头,SHA,上海
9C,9C15999,SYX,三亚,HGH,杭州
9C,9C15999,SYX,三亚,PVG,上海
